date,id,content,username,like count,retweet count
2023-05-15 12:45:12+00:00,1658091157472124930,"UK Charities: 75 Years of Nakba Statement

Click here to read the statement: https://t.co/jJPKkOoTJv

#Palestine https://t.co/DCzQt3s5MG",WAssociationUK,0,0
2023-05-15 12:44:05+00:00,1658090878378954753,"The American Human Rights Council (AHRC-USA) joins the peace-loving people across the world in observing the 75th  anniversary of the Palestinian catastrophe/al Nakba that falls annually on May 15. 
#AHRC #AHRCUSA #AlNakba #Palestine #PendingJustice @Ahrcueid @UN @WhiteHouse https://t.co/69buMWvORt",AHRCUSA,1,1
2023-05-15 12:42:40+00:00,1658090519795228681,"The #ZIONIST Goliath Could Not Win Against the Small #PIJ
By Yossi Schwartz, ISL (the section of the #RCIT in #Israel /Occupied #Palestine )
#PalestineResists #PalestinianLivesMatter #Palestinewillbefree #GazaUnderAttack #IsraeliCrimes #IsraeliApartheid 
https://t.co/V2OzrJ9fr8 https://t.co/YSMlH356ha",RCIT1,0,0
2023-05-15 12:40:55+00:00,1658090078487433217,"PAME on the 75th anniversary of #Nakba  expresses the support of the workers of Greece to thestruggle of the #Palestinian People for a Free and Independent #Palestine  on the borders of 1967

#Nakba75 #NakbaDay 
https://t.co/7Ier0mazgu",PAME_Greece,25,10
2023-05-15 12:40:54+00:00,1658090075400404996,"Israeli occupation forces shot dead the 22-year-old Palestinian young man, Saleh Sabra, this early morning during an #Israeli military raid into Askar refugee camp in the city of Nablus, north of the occupied West Bank.
#Act4palestine
#Palestine 🇵🇸 https://t.co/8Ya2Cil3oT",AlexandraG64679,0,0
2023-05-15 12:40:24+00:00,1658089948229128198,"Activists take to streets in Montreal to show their solidarity with Palestinians in the 75th anniversary of Nakba
#Act4palestine
#Palestine 🇵🇸
#Freepalestine. https://t.co/mFnw5bSGK0",AlexandraG64679,0,0
2023-05-15 12:37:20+00:00,1658089177915719682,The closest I ever got to seeing Der Aban is from a friend’s roof top view (It’s the high blocks in the background). Refugees will never forget our roots and commitment to the places we were exiled from. We will never stop fighting for freedom and our right to return #palestine https://t.co/Ub9DUUBgEx,AfandiYara,57,9
2023-05-15 12:37:07+00:00,1658089124643979264,"📍Occupied city of #Jerusalem❤️ #Palestine 🇵🇸
#Act4palestine https://t.co/ZOvbd7w9Cl",AlexandraG64679,0,0
2023-05-15 12:36:35+00:00,1658088988027023363,"Loads of love, and laughs, yesterday at @rogerwaters show in Antwerp and aftershow in Brussels. 

This Is Not A Drill. #Love #Palestine #Mawda #TINAD https://t.co/cAEsnoTN7d",4frankbarat,2,1
2023-05-15 12:34:40+00:00,1658088505879166977,The West Asia Post LIVE | #Israel #Palestine violence escalates | #Syria re... https://t.co/Pgz9zhGxQ1 via @ghadifrancis @WIONews,mikejrfarwell,0,0
2023-05-15 12:34:16+00:00,1658088404880441344,"Solidarity with all of #Palestine on #NakbaDay 

Thank you @jeremycorbyn for standing on the side of truth and justice.",OccupyLondon,3,1
2023-05-15 12:33:40+00:00,1658088256968294400,"Today marks 75 Years of the Palestinian Nakba
#Nakba75 #palestine #nakba #takeactionnow https://t.co/CxS6mQ6siz",AjyalFoundation,0,0
2023-05-15 12:32:08+00:00,1658087869955678208,"75 years to the #Nakba 

#Nakba75 #Palestine #PalestineResists #Palestinewillbefree 🇵🇸🤲🏼 https://t.co/59dNv1y8JD",GreeeeeeeenDaay,2,1
2023-05-15 12:31:20+00:00,1658087667723108353,"There IS ""one democratic Palestine."" But 75 years ago today it became #Israel. The other #Palestine, in so many ways, preferred to never leave the malarial swamps.",MichaelPodwill,1,0
2023-05-15 12:28:11+00:00,1658086877054877697,"Sinn Féin's legislation, brought forward by @johnbradysf , would send a strong message from this state in support of Palestinian human rights and a firm commitment that we will play no part in supporting Israeli war crimes. #Palestine https://t.co/ZbR7gEoGsP",MacManusChris,10,3
2023-05-15 12:24:05+00:00,1658085844513587207,@Israel is this account also stolen from #Palestine ?,mullakadir,0,0
2023-05-15 12:23:35+00:00,1658085717954686976,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements

No.4

#FreePalestine 🇵🇸 https://t.co/WsnQHYiwo5",Khamenei_m,244,62
2023-05-15 12:23:35+00:00,1658085717174636546,"Must watch on #Nakba as admitted by one time #Israel presenter:
#Nakba75 #Palestine 
#ArmPalestine #FreePalestine",IsmailYSyed,0,0
2023-05-15 12:22:05+00:00,1658085340895223809,"For the first time in its history, the UN General Assembly is commemorating the #Palestine Nakba, UN and Palestinian sources said.",ThisisIsraelnow,2,3
2023-05-15 12:21:43+00:00,1658085246925955073,@AIPAC There is no such a thing called #Israel it its true name is the #ZionistEntity.  Most of the young Americans now believe that #Palestine was illegal established and land would go back to #Palestinians,drhusseinabd,0,0
2023-05-15 12:20:07+00:00,1658084843442384898,"@NasirKhuehami @OfficeOfLGJandK Indian Hindu settlers/colonizers in J&amp;K assault indigenous Kashmiri students… where have we seen settler violence like this before? #Palestine @m7mdkurd @cjwerleman @OIC_OCI @AJEnglish @BDSmovement @BettyMcCollum04 @UN @dylanobrien @RepBonnie @EleanorNorton 
#KashmirRejectsIndia",MiyZones,0,0
2023-05-15 12:18:57+00:00,1658084550939926528,"Indian Hindu settlers/colonizers in J&amp;K assault indigenous Kashmiri students… where have we seen settler violence like this before? #Palestine @m7mdkurd @cjwerleman @OIC_OCI @AJEnglish @BDSmovement @BettyMcCollum04 @UN @dylanobrien @RepBonnie @EleanorNorton 
#KashmirRejectsIndia",MiyZones,4,3
2023-05-15 12:16:20+00:00,1658083894573297666,Today is 75 years after the Zionists destroyed our society and made most of us refugees. The Nakba of 1948 never stopped and the dispossession and killings continue in the Occupied Palestinian Territories to this day. #Palestine #Nakba_75 #NakbaDay https://t.co/BrHIwNpMYT,PalMissionUK,23,17
2023-05-15 12:16:18+00:00,1658083883793915904,"Never forget 
#Palestine continues to live under the ruthless atrocities in their own land by illegal occupiers, by barbaric #Zionist forces
Remembrance is Resistance
#Nakba_75 
#NakbaDay 
#Palestine https://t.co/9xNqFcbb8u",Gattaca47,5,2
2023-05-15 12:15:24+00:00,1658083657209241602,"Join Palestine Solidarity Alliance tomorrow, Tuesday 16, to hear the lived experiences and stories of Palestinian women living under Israel's illegal occupation and apartheid.
Link:
https://t.co/I61YkbTP6K 
 
#Palestine https://t.co/x8eIrfoajo",ISMPalestine,5,4
2023-05-15 12:14:12+00:00,1658083354313474050,@telecam1 @triviapotus Steeling #Palestine is the biggest and grandest larceny in the whole history of the world.,drhusseinabd,0,0
2023-05-15 12:13:50+00:00,1658083265524256769,Free #Palestine 🇵🇸 wow! 🤯,mmedingui,1,0
2023-05-15 12:10:52+00:00,1658082519261036546,"Prof. @manojkjhadu expressing his solidarity on the #Nakba75 commemoration organised by #India #Palestine Friendship Forum.
#NakbaDay https://t.co/3fXdUdIjoL",sadiq_zaf,11,2
2023-05-15 12:09:31+00:00,1658082178117271552,"Monday marks the 75th anniversary of Nakba of the Palestinian people, a case of brutal ethnic cleansing, which saw forcible displacement of about 750,000 Palestinians from their cities and towns.

#JordanNews #Palestine #PalestineNakba #Israel
https://t.co/l6FXAw39KE",jordannewsdaily,1,0
2023-05-15 12:09:26+00:00,1658082158706311169,"“Dear Palestinians you will never loose #India as your friend. We are sorry for our current position for #Palestine ,” said @manojkjhadu Manoj Jha, MP at a program at #constitutionalclub . @palestine @PalStudies https://t.co/49GtrzFOlJ",shahidsiddiqui,6,1
2023-05-15 12:09:18+00:00,1658082122752466946,"Dal 1948, ma 🙈🙉🙊
From the river to the sea #Palestine will be free.",FedeAmoR1312,2,0
2023-05-15 12:08:38+00:00,1658081955907268610,We stand in solidarity with the people of #Palestine today. #Nakba75,comartsnw,0,0
2023-05-15 12:07:39+00:00,1658081707583590402,"TODAY: The Palestinian students marking
the 75th of #Nakba in #TelAviv university. 15.5.23  #FreePalestine #BDS #Gaza #Palestine https://t.co/Ea7DTHE2JW",GFilza,13,10
2023-05-15 12:03:59+00:00,1658080785457446914,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements. Alâhed English.....( End).... https://t.co/2tpL25dRNj",Suatklcts,0,0
2023-05-15 12:03:26+00:00,1658080647884206081,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements. Alâhed English..... https://t.co/lPrlRDL4ng",Suatklcts,0,0
2023-05-15 12:03:12+00:00,1658080588312506370,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements. Alâhed English..... https://t.co/Tu6cxHHxQX",Suatklcts,0,0
2023-05-15 12:02:53+00:00,1658080510382333954,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements. Alâhed English..... https://t.co/PoLewewgPk",Suatklcts,0,0
2023-05-15 12:02:11+00:00,1658080333101690881,"Join us for an informative &amp; stimulating talk with Prof Rashid Khalidi from @Columbia. He will be discussing the “Hundred Years’ War on Palestine” on May 22nd at 4pm at the Iontas Building. 

Find out more 👉https://t.co/jONdBRAibv

#RashidKhalidi #Palestine  @MU_AHI https://t.co/CuI9nqWckm",MU_Research,0,0
2023-05-15 12:02:09+00:00,1658080325908549632,"“We put Palestinians in cages and killed them. One of us raped a 16yr old girl; some of us ran after them with flame throwers and burned them.”

Former #Israeli soldiers' Interview, laughing about their crimes in #Palestinian #Nakba 1948
#Palestine
 #Nakba75
Via @doamuslims https://t.co/V7Y6BMLpvM",FarhanCOBRA,6,9
2023-05-15 12:02:03+00:00,1658080299501121543,"Join us for an informative &amp; stimulating talk with Prof Rashid Khalidi from Columbia. He will be discussing the “Hundred Years’ War on Palestine” on May 22nd at 4pm at the Iontas Building. 

Find out more 👉https://t.co/9aJmxaim1I

#RashidKhalidi #Palestine https://t.co/7SFLxPmqSu",MaynoothUni,3,0
2023-05-15 12:00:04+00:00,1658079799632625664,2023 is Palestine Book Awards' most successful year  #MEMO #Palestine https://t.co/EvWq3jjJ56,Eye_On_Gaza,0,0
2023-05-15 11:59:54+00:00,1658079759337758720,"@RishiSunak What about #Palestine, #Yemen etc, why no standing with them? Wrong kind of war? We don't sell weapons to them? No resources to loot down the line? 🤔",JanMcLachlan,0,0
2023-05-15 11:59:06+00:00,1658079555641556992,"I wanna connect with people live in #Gaza more. I'm Japanese man live in Japan. I'm solidarity with #Gaza and #Palestine. However, please never follow me for those who purpose of fraud donation. I really hate fake swindler accounts. Thank you. 🇵🇸",take365hardcore,0,0
2023-05-15 11:57:13+00:00,1658079082054049792,#Palestine let the truth be known #Nakba,d1rogue,0,0
2023-05-15 11:54:27+00:00,1658078386697428996,"May 15, 1948: Palestinians commemorate #NakbaDay, marking the destruction of #Palestine when Israel was created.  #Nakba #FreePalestine #Gaza https://t.co/wEkVte0SCn",knabilbd,1,0
2023-05-15 11:54:01+00:00,1658078275598528514,"Why does Ireland allow these vile suprematists, racists, segregationists and child-murderers have embassy here?
We must recognise the state of #Palestine asap to protect the innocent and the children from these murderous fascists.

#Apartheidisrael https://t.co/YUvqtGKKwQ",jimfitzpatrick,145,44
2023-05-15 11:48:46+00:00,1658076954493321216,"Today is the 75th anniversary of #Nakba, when 750,000 Palestinians were expelled from their homeland. 

The #Zionist #Apartheid also murdered thousands of Palestinians &amp; destroyed 100s of villages. 

Never forget #Palestine.
#FreePalestine.

#NakbaDay",UstadDawah,0,0
2023-05-15 11:46:10+00:00,1658076302820139008,20 yrs ago no government in the world stood in to help #Palestine  Today #Israel moral decay has only escalated their abhorrent violations of human rights. https://t.co/LBWz7ttIi1,simongood999,0,0
2023-05-15 11:41:01+00:00,1658075006901932040,"One day you will act like you are sorry but you won't really be, because you are an accomplice in the occupation of Palestine, the ethnic cleansing, apartheid and all the other crimes committed upon the Palestinian people.
Free #Palestine",MansoorAlekri,1,0
2023-05-15 11:40:07+00:00,1658074778295476227,"🗞️ Nakba Day 75 March To Parliament In Cape Town

👉 https://t.co/Q1jpkdhuVt

🗣️ #NakbaDay #Palestine #IsraelApartheid 

📸 @BrentonGeach https://t.co/tpgbh3gWak",Gallo_Editorial,0,0
2023-05-15 11:38:32+00:00,1658074381460070400,Egypt to host five-party meeting on Israel-Palestine: report #TheNewArab #Palestine https://t.co/pLX378p79s,Eye_On_Gaza,0,0
2023-05-15 11:30:46+00:00,1658072427073794050,"Commemorating #NakbaDay - The day when the #zionists embarked upon a project of ethnically cleansing #Palestine from its native inhabitants murdering &amp; dispossessing 800,000 #Palestinians to make way for the creation of #Apartheid #israel.

#Nakba75 
https://t.co/Kb5hAM6LtX",UrbanAuz,2,2
2023-05-15 11:28:51+00:00,1658071942677536768,#Palestine supporters in #Manchester mark the 75th anniversary of the #Palestinian #Nakba. #NAKBA75 https://t.co/gORpT1149D,emad_salem21,3,1
2023-05-15 11:28:45+00:00,1658071917025275905,The Nakba is an ongoing process of dispossession that started before 1948. Al Nakba marks the ethnic cleansing of Palestine. #Palestine #PendingJustice #Alnakba  #UnitedNations #AHRC #AHRCUSA #UnitedNations @AHRCUSA @WhiteHouse @UN https://t.co/rUsjNncu0d,AHRCUSA,1,0
2023-05-15 11:25:48+00:00,1658071175531057152,"Today is the 75th anniversary of the majority of Palestinians being displaced permanently from their beloved homeland. Palestinians will never forget The #Nakba. It’s occupied #Palestine. It will never be #Israel, as it never has been. 
#FreePalestine",thelastmurph,2,0
2023-05-15 11:24:49+00:00,1658070927576543233,"Activists demonstrate in #London in support of #Palestine.
#Savepalestine #Freepalestine https://t.co/VX8KDAyYoE",JasminHajra,1,1
2023-05-15 11:23:25+00:00,1658070578299912195,"Nakba, the day when Palestinians were driven out of their homes &amp; their lands.
#IsraeliOccupation #IsraeliCrimes #IsraeliTerrorism #PalestineResists #PalestinianLivesMatter #Palestine #gazastrip https://t.co/Il5NMwyK7P",hhmossavi,1,0
2023-05-15 11:23:18+00:00,1658070547303915526,"Every year on 15 May Palestinians mark the #Nakba (“catastrophe”), when around 750,000 Palestinians were forcibly expelled from their homes by Zionist militias to make way for the creation of Israel in 1948.

This event has shaped politics in #Israel-#Palestine ever since 🧵 https://t.co/MXalzxepyq",4_HumanRights_,0,0
2023-05-15 11:21:42+00:00,1658070145988714499,"May 15, 1948: 75th  anniversary of the Palestinian catastrophe, the Nakba. The suffering of the Palestinians continues unabated. There will be no resolution of the conflict and peace until the Israeli occupation ends. #Palestine #alnakba #Israel #UnitedNations #PendingJustice https://t.co/YtmoK1sleO",AHRCUSA,1,0
2023-05-15 11:20:16+00:00,1658069782703353860,"Israeli soldiers killed a Palestinian man Monday in the occupied West Bank, the Palestinian health ministry said, with the army saying it returned fire after being shot at. #Israel #Palestine #WestBank https://t.co/7hOnYXhBiq",anews,1,0
2023-05-15 11:19:03+00:00,1658069477374738432,"On Saturday 13 May. 2023, a delegation from Norwegian Aid Committee (NORWAC) visited Beit Atfal Assumoud Organization in Rashidieh Camp, where the General Director of BAS, Mr. Kassem Aina welcomed them.
#niscvt #lebanon #Palestine #NORWAC https://t.co/LfIBJL0XJD",atfal_assumoud,0,0
2023-05-15 11:13:34+00:00,1658068098308612096,"75 years of Nakba. 
Today, as we hold our immense grief and sorrow, we also hold our strength and belief in justice and freedom 🇵🇸✌🏼.
#Nakba75 #Palestine",QannamShahd,4,1
2023-05-15 11:13:13+00:00,1658068008449843200,"In 1948 millions of #Palestinians lost their #homeland. They were forced to abandon their homes, villages, lives and families to escape the first Arab-Israeli war which started on May 14, the day the State of Israel was first declared.  🇵🇸

#Nakbaday #supportpalestine #Palestine https://t.co/bYJZ1c3My3",DaizyGedeon,2,0
2023-05-15 11:13:08+00:00,1658067989944475648,"The fifteenth day of May marks the 75th anniversary of the catastrophe of beloved #Palestine

We will not forget we will never forgive 

#Nakba 
#Nakba75",Jordaneesh,2,0
2023-05-15 11:11:47+00:00,1658067646821302273,".You tweeted you were a #Jew✡️. Sireen did, too! 

No longer so?

How do you manipulate #JewHatred from fake  #Jewish orgs like #JVP and affiliates, as well as #Falesteen☪️ affiliates? 

Proving that #JVP are NOT Jewish but 💯 #Palestine☪️ #jihad terror spin merchants!

#taqiyya https://t.co/g4kTHNN493",Malka2929,11,10
2023-05-15 11:11:28+00:00,1658067568270229504,"On this day 75 years ago, more than 750,000 Palestinians were thrown out of there homes and lands by force, same thing still happening today 🇵🇸🇵🇸
#Nakba #nakba75 #Palestine #Palestina #النكبة #النكبة75 #النكبة_75 #النكبة_الفلسطينية #فلسطين #nakba_75 https://t.co/yULPM7CthI",ArdahZeyad,3,0
2023-05-15 11:11:07+00:00,1658067480181370880,"Ambassador Hikihara made a statement at the 39th session of @UNIDO Programme and Budget Committee (PBC). He introduced #IDDAIII and recent
@JapanGov - #UNIDO cooperation projects in #Iraq, #Palestine, #Somalia, #SouthSudan, and #Ukraine.
Statement will be uploaded in a few days! https://t.co/Tb1DA7uzeZ",JapanMissionVie,1,2
2023-05-15 11:09:32+00:00,1658067084314808321,"@HatemBazian .You tweeted you were a #Jew✡️. Sireen did, too! 

No longer so?

How do you manipulate #JewHatred from fake  #Jewish orgs like #JVP and affiliates, as well as #Falesteen☪️ affiliates? 

Proving that #JVP are NOT Jewish but 💯 #Palestine☪️ #jihad terror spin merchants!

#taqiyya https://t.co/0hkjLwZX69",Malka2929,12,10
2023-05-15 11:09:28+00:00,1658067066220314624,"#Nakba75: In 1948, militias attacked, bombeb &amp; massacred entire towns and cities all over #Palestine, forcing nearly 75% of the population to flee to safety, separating families and destroying entire communities. 

Palestinians call this the “Nakba”

#NakbaDay #RightofReturn https://t.co/oYV4DaYYRT",4_HumanRights_,1,0
2023-05-15 11:08:26+00:00,1658066805561147393,H. E. Ambassador @hzomlot arrives at the Welsh Assembly in Cardiff to take part in the commemoration of the 75th anniversary of the Nakba #Palestine #Nakba75 https://t.co/X34lCYJkY3,PalMissionUK,21,6
2023-05-15 11:07:06+00:00,1658066468557160448,"On commemoration on 75 years of #Nakba, 
we say that the Nakba has been ongoing ever since
war crimes perpetrated against refugees and citizens  alike
Refugees demand their #RightofReturn 
And we demand the right to move freely and visit any city in #Palestine",Ranashubair,9,6
2023-05-15 11:06:19+00:00,1658066273102692352,@christo86264018 @DoubleDownNews @m7mdkurd It’s illegal attacks. Contracts for contracts. Tactical rape on the streets of #Palestine,roastur,0,0
2023-05-15 11:02:08+00:00,1658065221406040067,"At present, approximately 37 million people in Palestine need lifesaving aid.
 
Donate food 4 Gaza.

https://t.co/T6suZa3osP

.
.
.
#MuslimCharity #Sadaqah #Zakat #Charity #sponsoranorphans #HumanitarianAid #Donate #HelpOthers #Generosity #waterappeal #palestine #bulidamasjid https://t.co/DTitysPRUI",Unite4Humanity_,0,0
2023-05-15 11:01:20+00:00,1658065020100530177,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements
#النكبة_الفلسطينية #النكبة75 #PalestinianNakba https://t.co/oY84CajM4W",ahdonaeng,0,0
2023-05-15 11:00:24+00:00,1658064785093582854,"Palestinians are like the Phoenix rising from the ashes more powerful, determined to struggle for a free #Palestine. ✊🇵🇸✌️ https://t.co/HpL6WlEJOy",anonymo20515748,1,1
2023-05-15 10:59:46+00:00,1658064626527993858,"A song about Palestine
https://t.co/WaATZMtDtb
#Nabka75 #nabka #palestine",smaoinighgniomh,0,0
2023-05-15 10:57:48+00:00,1658064129691623424,"#OTD May15, The 1948 (or First) Arab–Israeli War was the 2nd &amp; final stage of the 1947–49 Palestine. It formally began following the end of the British Mandate for Palestine at midnight on May 14, 1948. 
Bio Pt.3
#History #Palestine #Israel #Imperialism https://t.co/h9Z5kqYMCl",LikeButta3,1,1
2023-05-15 10:57:37+00:00,1658064083420053507,"#OTD May15, The 1948 (or First) Arab–Israeli War was the 2nd &amp; final stage of the 1947–49 Palestine. It formally began following the end of the British Mandate for Palestine at midnight on May 14, 1948. 
Bio Pt.2
#History #Palestine #Israel #Imperialism https://t.co/H7NaLBG1YB",LikeButta3,1,1
2023-05-15 10:57:02+00:00,1658063935034073092,"THREAD:
#OTD May15, The 1948 (or First) Arab–Israeli War was the 2nd &amp; final stage of the 1947–49 Palestine. It formally began following the end of the British Mandate for Palestine at midnight on May 14, 1948. 
Bio Pt.1
#History #Palestine #Israel #Imperialism https://t.co/KzvUSHvg4T",LikeButta3,3,3
2023-05-15 10:54:10+00:00,1658063213240414209,"""This is not a story. This is a living reality, and we live Nakba every day."" - Baha Hilo, Activist and Educator on Palestine based in Bethlehem, West Bank, Palestine #Nakba #Nakba75 #Palestine

Full interview: https://t.co/lzl6RVBNYG https://t.co/SyLLm38oig",salaamedia,0,0
2023-05-15 10:53:02+00:00,1658062931202830336,"Today is the day that #Palestinians commemorate the ""Nakba"" (catastrophe) of the #Palestinian-Arab refugees who fled and were displaced from Mandatory #Palestine as a result of the 1948 war launched by multiple Arab states with the goal of destroying #Is… https://t.co/eI9jN0kGnv",IsraeliCulture,0,0
2023-05-15 10:51:57+00:00,1658062658644373505,🇵🇸 #Palestine || The Palestinian students marking the 75th of Nskba in Tel Aviv university. https://t.co/cbO2s0Cdbp,hamada_pal2020,38,17
2023-05-15 10:49:57+00:00,1658062153922887681,Understanding the #Nakba and the future of #Palestine,AbdulWahidHT,12,4
2023-05-15 10:47:20+00:00,1658061496037830658,"Sunday, May 14, 2023. Times Square - Grand Central Terminal. Manhattan, New York City - #NAKBA75. 3 of 3.

#NakbaDay #Palestine #Palestinians #GazaUnderAttack #AntiZionistJews

https://t.co/Nem8hVViVY",JavierSorianoNY,2,1
2023-05-15 10:47:16+00:00,1658061480854421504,"It was #Palestine... and it was inhabited by #Palestinians.... and still is

The Balist people existed in the country of the Canaanites more than 4,000 years ago, and they had a semi-confederate state, with Ashdod as its capital. So much so that the armies of the Pharaonic empire could not defeat them.
And when the Prophet Musa left #Egypt with the #Jews and was heading to the land of Canaan, he stopped for a short time in Al-Arish and sent a reconnaissance group to find out the news of the country. And then they wandered in Sinai for forty years.
And when the Jews returned to go to #Jerusalem or the land of Canaan, entering it from the direction of #Jericho, under the leadership of Yehoshua bin Nun, and after entering, the people of Palestine attacked them, and displaced the ""Dan"" tribe from its camps, as well as the ""Manashe"" tribe to the eastern bank of the #Jordan River. So much so that the Jews used the #Egyptians to confront the ballist.
This people imposed its name on the land of Canaan, and since the seventh century BC it became known as Palestine, according to the Roman historian Herodotus.
The Tanakh also spoke in the #Book of Kings, the Book of Judges, and the Book of Exodus about the Ballist, and their battles against the Jews in the land of Canaan.",saaed_bsharat,38,13
2023-05-15 10:46:11+00:00,1658061205406199809,"The wound inflicted on the Holy Land

Historical account of occupation of #Palestine and related events based on Imam Khamenei’s statements
#النكبة_الفلسطينية #النكبة75 #PalestinianNakba https://t.co/Cwcqm6rvFn",English_AlAhed,2,2
2023-05-15 10:46:05+00:00,1658061179221331970,"Arab body announces $15m in aid projects in Jerusalem, Gaza #MEMO #Palestine https://t.co/kSa02QjYv5",Eye_On_Gaza,0,0
2023-05-15 10:46:03+00:00,1658061172007120896,"For first time, UN commemorates Palestine Nakba #MEMO #Palestine https://t.co/4gsEmu5SpN",Eye_On_Gaza,0,0
2023-05-15 10:45:57+00:00,1658061148388818945,"Sunday, May 14, 2023. Times Square. Manhattan, New York City - #NAKBA75. 2 of 3.

#NakbaDay #Palestine #Palestinians #GazaUnderAttack #AntiZionistJews

https://t.co/yf1lX8VivL",JavierSorianoNY,1,0
2023-05-15 10:44:59+00:00,1658060905089843201,"Sunday, May 14, 2023. Times Square. Manhattan, New York City - #NAKBA75. 1 of 3.

#NakbaDay #Palestine #Palestinians #GazaUnderAttack #AntiZionistJews

https://t.co/xdlejBaZfa",JavierSorianoNY,1,0
2023-05-15 10:44:43+00:00,1658060836781318144,"A song in the Irish language ( Gaeilge) about Palestine.
https://t.co/iEhBUsLD5r
#Nabka75 #nabka #palestine",smaoinighgniomh,0,0
2023-05-15 10:42:57+00:00,1658060393321775112,"We marked #Nakba75 in the land of Sheikh Mouwannis, today’s “Tel Aviv University”, singing mawtini, my homeland, and raising the flag of #Palestine because we didn’t forget our ethnically cleansed villages, we didn’t forget our people in exile, we didn’t forget the racism and discrimination, and because we won’t stop until freedom, equality & return.",ShahadehAbou,668,233
2023-05-15 10:41:22+00:00,1658059994749698049,"#Iran Urges Muslim Unity in Support of #Palestine
#Unews 
https://t.co/NlHPAf7jL5 https://t.co/NVbEEXeS1L",UnewsAgency,0,0
2023-05-15 10:40:53+00:00,1658059870359425024,"Experience the captivating moments from the Hangzhou Asian Games Fun Run in Palestine! With 800 participants across different age groups, this event promoted the upcoming 19th Asian Games in Hangzhou, China. (1/2)

#AsianGames #Funrun #Palestine #19thAsianGames #Hangzhou2022 https://t.co/ClFkjGVJmA",AsianGamesOCA,2,1
2023-05-15 10:40:49+00:00,1658059856840982529,"@AJEnglish #Zionist occupation. Even by Jewish tradition, 'Israel' ceases to be in 721 BCE. From a sales point of view, #Israel does sound like a better name for the foreign ghetto in #Palestine",impmarty,0,0
2023-05-15 10:38:00+00:00,1658059145604636672,What was Israel's crime in #Palestine? https://t.co/QBT4YVfJfI,RobertBarnes542,1,0
2023-05-15 10:37:55+00:00,1658059125945774082,"Today marks the anniversary of Al-Nakba. This shocking documentary brings to light the horrifying massacre and exposes the lengths that the Israeli government went to to hide the truth.  

Watch now- https://t.co/n1Dv7LXDEd

#AlNakba #Palestine #Israel #Tantura https://t.co/sVQb451kXU",JourneymanVOD,0,0
2023-05-15 10:35:37+00:00,1658058545680752641,@sadaqat2581213 @naymatkhan1 @KarachiPolice_ shame on you all. These sights were more common in Indian occupied #Kashmir and #Palestine.,usmanaltaf903,1,1
2023-05-15 10:35:11+00:00,1658058439149363203,@JonBergdahl Please advise - what criticism of Israel’s 75+ year occupation of #Palestine wld u accept as not being anti-Semitic? Or is the use of the word #Palestine enuf 4 u to label me an anti-Semite?,Monty_LFC,1,0
2023-05-15 10:34:15+00:00,1658058203232436233,"@declassifiedUK The state of #Israeli cannot be analysed
outside WW1 &amp; subsequent scavenging of Ottoman Empire by #British, #French imperialism &amp; its subsequent supplanting by #US imperialism post WW2. #Palestine question a capitalist crime &amp; can only be understood taking that into account!",muhjub,1,0
2023-05-15 10:34:14+00:00,1658058200153825280,#Palestine will be free #Nakba,saidazrour,0,0
2023-05-15 10:33:38+00:00,1658058047061651456,"Today is the day that #Palestinians commemorate the ""Nakba"" (catastrophe) of the #Palestinian-Arab refugees who fled and were displaced from Mandatory #Palestine as a result of the 1948 war launched by multiple Arab states with the goal of destroying #Israel. 

In order to truly do justice to those who were affected by the war in 1948, we must be accurate in our reflection of the events that caused the so-called Nakba (i.e., a hate-fueled war against Israel by 5 surrounding Arab states).

For more in-depth information on the Nakba, please visit: https://t.co/8AeF9anH5Y",StandWithUs,273,60
2023-05-15 10:33:04+00:00,1658057904682049543,"This Nakba, we must reflect on building collective power #TheNewArab #Palestine https://t.co/xOfsHWG3T8",Eye_On_Gaza,0,0
2023-05-15 10:30:12+00:00,1658057184075210754,"'A personal reflection on Nakba Day'

New on the RACE.ED Blog, by @RayyaGhul

#NakbaDay #Palestine @uoessps @SVadasaria @katuchabento 

Read the post ➡️
https://t.co/E6mw4YrCKT",RaceEDS,1,0
2023-05-15 10:30:06+00:00,1658057156996784129,"#Palestinian Killed in #Israeli #Nablus Raid
#Palestine #Unews
https://t.co/L45Q8odtfC https://t.co/Jjevh4TREq",UnewsAgency,0,0
2023-05-15 10:30:00+00:00,1658057132258803717,"Zionist forces kill Palestinian young man in Nablus #Palestine #Nablus
https://t.co/q6LBRztk79 https://t.co/RWmzLzrmRZ",IlkhaAgency,6,2
2023-05-15 10:29:27+00:00,1658056996887621634,"@GoldsteinBrooke @bostonpolice They are praising resistance to terror, dear. That right is enshrined in international law.
#Nakba75
#Palestine",MizzDtoU,3,0
